,Case Number,Date,Year,Type,Country,Sex,Age,Month,Year Month,Fatal==True
3424,1998.07.06.a,7/6/1998,1998,Unprovoked,SOUTH AFRICA,M,10.0,July,1998 July,False
3425,1998.03.08.a,3/8/1998,1998,Unprovoked,USA,M,32.0,March,1998 March,False
3426,1996.09.02.a,9/2/1996,1996,Unprovoked,USA,M,28.0,September,1996 September,False
3427,1996.08.29,8/29/1996,1996,Unprovoked,USA,M,19.0,August,1996 August,False
3428,1996.07.14,7/14/1996,1996,Unprovoked,USA,,,July,1996 July,False
3429,1996.02.26,2/26/1996,1996,Unprovoked,AUSTRALIA,M,24.0,February,1996 February,False
3430,1995.09.19.,9/19/1995,1995,Unprovoked,USA,M,19.0,September,1995 September,False
3431,1994.12.09.b,12/9/1994,1994,,AUSTRALIA,M,44.0,December,1994 December,False
3432,1994.07.09.d,7/9/1994,1994,Unprovoked,BRAZIL,M,,July,1994 July,True
3433,1994.05.28,5/28/1994,1994,Unprovoked,USA,M,35.0,May,1994 May,False
3434,1994.02.19,2/19/1994,1994,Unprovoked,USA,M,23.0,February,1994 February,False
3435,1994.01.09,1/9/1994,1994,Unprovoked,AUSTRALIA,M,23.0,January,1994 January,False
3436,1993.02.18,2/18/1993,1993,,TONGA,M,,February,1993 February,False
3437,1992.11.29,11/29/1992,1992,Unprovoked,USA,M,31.0,November,1992 November,False
3438,1992.08.17,8/17/1992,1992,Provoked,USA,M,26.0,August,1992 August,False
3439,1991.01.09,1/9/1991,1991,Unprovoked,AUSTRALIA,M,,January,1991 January,False
3440,1990.10.15,10/15/1990,1990,Unprovoked,USA,M,43.0,October,1990 October,False
3441,1990.08.30,8/30/1990,1990,,USA,M,30.0,August,1990 August,False
3442,1990.08.05,8/5/1990,1990,Provoked,BAHAMAS,M,51.0,August,1990 August,False
3443,1990.05.13,5/13/1990,1990,Provoked,SOUTH AFRICA,,,May,1990 May,False
3444,1989.11.18,11/18/1989,1989,Unprovoked,SOUTH AFRICA,M,29.0,November,1989 November,True
3445,1989.07.07,7/7/1989,1989,Unprovoked,USA,F,9.0,July,1989 July,False
3446,1988.07.23,7/23/1988,1988,Unprovoked,BAHAMAS,M,,July,1988 July,False
3447,1988.04.14.a,4/14/1988,1988,Unprovoked,USA,M,,April,1988 April,False
3448,1988.02.15,2/15/1988,1988,,SOUTH AFRICA,,,February,1988 February,False
3449,1988.01.05.R,1/5/1988,1988,Provoked,SOUTH AFRICA,,,January,1988 January,False
3450,1987.10.25,10/25/1987,1987,,SOUTH AFRICA,M,14.0,October,1987 October,False
3451,1986.11.04,11/4/1986,1986,Unprovoked,USA,M,23.0,November,1986 November,False
3452,1986.07.26,7/26/1986,1986,,AUSTRALIA,,,July,1986 July,False
3453,1986.07.09,7/9/1986,1986,Unprovoked,USA,M,8.0,July,1986 July,False
3454,1986.05.15,5/15/1986,1986,Unprovoked,SOUTH KOREA,M,,May,1986 May,True
3455,1985.01.27,1/27/1985,1985,Unprovoked,SOUTH AFRICA,M,15.0,January,1985 January,False
3456,1983.12.21,12/21/1983,1983,Unprovoked,SOUTH AFRICA,M,47.0,December,1983 December,False
3457,1983.07.26,7/26/1983,1983,,AUSTRALIA,F,21.0,July,1983 July,True
3458,1981.12.13.b,12/13/1981,1981,Unprovoked,AUSTRALIA,,,December,1981 December,False
3459,1980.11.17,11/17/1980,1980,,SOUTH AFRICA,M,,November,1980 November,False
3460,1980.04.25,4/25/1980,1980,Provoked,JAMAICA,M,,April,1980 April,False
3461,1980.01.31,1/31/1980,1980,Unprovoked,SOUTH AFRICA,M,24.0,January,1980 January,False
3462,1979.12.21,12/21/1979,1979,Unprovoked,SOUTH AFRICA,M,18.0,December,1979 December,False
3463,1979.08.05,8/5/1979,1979,Unprovoked,USA,M,49.0,August,1979 August,False
3464,1978.06.21.b,6/21/1978,1978,Unprovoked,USA,M,20.0,June,1978 June,False
3465,1978.00.00.b,1/1/1978,1978,Unprovoked,USA,F,,January,1978 January,False
3466,1977.04.21,4/21/1977,1977,Unprovoked,USA,M,,April,1977 April,False
3467,1977.03.13.b,3/13/1977,1977,,AUSTRALIA,M,74.0,March,1977 March,True
3468,1975.08.12,8/12/1975,1975,Unprovoked,USA,M,20.0,August,1975 August,False
3469,1975.07.19,7/19/1975,1975,Unprovoked,USA,M,34.0,July,1975 July,False
3470,1973.03.26,3/26/1973,1973,Unprovoked,AUSTRALIA,M,,March,1973 March,False
3471,1972.10.14.b,10/14/1972,1972,Unprovoked,USA,M,,October,1972 October,True
3472,1972.07.05,7/5/1972,1972,,USA,,,July,1972 July,False
3473,1971.10.23,10/23/1971,1971,Unprovoked,USA,M,18.0,October,1971 October,False
3474,1971.00.00.a,1/1/1971,1971,Unprovoked,IRAN,M,,January,1971 January,False
3475,1969.11.11,11/11/1969,1969,Unprovoked,USA,M,,November,1969 November,False
3476,1969.07.22,7/22/1969,1969,Provoked,USA,M,13.0,July,1969 July,False
3477,1967.12.21.R,12/21/1967,1967,,NEW GUINEA,M,32.0,December,1967 December,False
3478,1967.10.00,10/1/1967,1967,Unprovoked,TONGA,M,17.0,October,1967 October,False
3479,1966.07.17.b,7/17/1966,1966,Unprovoked,USA,M,14.0,July,1966 July,False
3480,1965.09.08,9/8/1965,1965,Unprovoked,MEXICO,M,23.0,September,1965 September,False
3481,1965.03.14,3/14/1965,1965,Unprovoked,USA,M,16.0,March,1965 March,False
3482,1965.00.00.a,,1965,,SOUTH AFRICA,,,,1965 nan,False
3483,1964.08.23,8/23/1964,1964,Unprovoked,MEXICO,M,19.0,August,1964 August,False
3484,1964.01.23,1/23/1964,1964,Unprovoked,SOUTH AFRICA,M,39.0,January,1964 January,False
3485,1963.12.21,12/21/1963,1963,Provoked,AUSTRALIA,M,,December,1963 December,False
3486,1963.09.26,9/26/1963,1963,,USA,,25.0,September,1963 September,False
3487,1963.05.18,5/18/1963,1963,,USA,M,,May,1963 May,False
3488,1963.01.28,1/28/1963,1963,Unprovoked,AUSTRALIA,F,32.0,January,1963 January,True
3489,1962.04.20,4/20/1962,1962,Provoked,AUSTRALIA,,,April,1962 April,False
3490,1961.12.18.a,12/18/1961,1961,Unprovoked,AUSTRALIA,M,22.0,December,1961 December,True
3491,1961.06.02,6/2/1961,1961,Unprovoked,NEW GUINEA,M,,June,1961 June,False
3492,1961.04.30,4/30/1961,1961,,USA,M,10.0,April,1961 April,False
3493,1961.02.12,2/12/1961,1961,Unprovoked,SOUTH AFRICA,M,27.0,February,1961 February,False
3494,1961.01.06.c,1/6/1961,1961,Unprovoked,SOUTH AFRICA,M,13.0,January,1961 January,False
3495,1961.00.00.e,1/1/1961,1961,,AUSTRALIA,,,January,1961 January,False
3496,2021.05.23,5/23/2021,2021,Unprovoked,USA,M,26.0,May,2021 May,False
3497,2021.04.17,4/17/2021,2021,Provoked,USA,,,April,2021 April,False
3498,2020.05.26,5/17/2020,2020,Unprovoked,FRENCH POLYNESIA,,,May,2020 May,False
3499,2020.01.07,1/7/2020,2020,Unprovoked,AUSTRALIA,F,7.0,January,2020 January,False
3500,2019.11.22,11/22/2019,2019,Unprovoked,ISRAEL,M,,November,2019 November,False
3501,2019.07.29,7/29/2019,2019,Unprovoked,USA,M,18.0,July,2019 July,False
3502,2019.07.28,7/28/2019,2019,Unprovoked,AUSTRALIA,F,,July,2019 July,False
3503,2019.06.02,6/2/2019,2019,Unprovoked,USA,F,17.0,June,2019 June,False
3504,2019.05.25.b,5/25/2019,2019,Unprovoked,USA,M,65.0,May,2019 May,True
3505,2019.04.27.R,4/27/2019,2019,Unprovoked,AUSTRALIA,M,18.0,April,2019 April,False
3506,2019.02.17,2/17/2019,2019,Unprovoked,AUSTRALIA,M,41.0,February,2019 February,False
3507,2018.09.29,9/29/2018,2018,Unprovoked,USA,M,13.0,September,2018 September,False
3508,2018.09.28,9/28/2018,2018,Unprovoked,AUSTRALIA,M,17.0,September,2018 September,False
3509,2018.08.28.R,8/28/2018,2018,Unprovoked,BAHAMAS,M,,August,2018 August,False
3510,2018.08.05.a,8/5/2018,2018,Unprovoked,USA,F,,August,2018 August,False
3511,2018.06.03.b,6/3/2018,2018,Unprovoked,AUSTRALIA,M,,June,2018 June,False
3512,2018.05.12,5/12/2018,2018,Unprovoked,SOUTH AFRICA,M,,May,2018 May,False
3513,2018.04.25.b,4/25/2018,2018,,AUSTRALIA,M,,April,2018 April,False
3514,2018.04.24,4/24/2018,2018,Unprovoked,AUSTRALIA,M,,April,2018 April,False
3515,2018.03.14,3/14/2018,2018,Unprovoked,AUSTRALIA,M,10.0,March,2018 March,False
3516,2018.03.09.b,3/9/2018,2018,Unprovoked,AUSTRALIA,M,69.0,March,2018 March,False
3517,2018.02.15,2/15/2018,2018,Unprovoked,AUSTRALIA,M,35.0,February,2018 February,False
3518,2017.10.22,10/22/2017,2017,Unprovoked,AUSTRALIA,F,15.0,October,2017 October,False
3519,2017.08.18,8/18/2017,2017,Unprovoked,BAHAMAS,M,,August,2017 August,False
3520,2017.06.19,6/19/2017,2017,Unprovoked,USA,M,,June,2017 June,False
3521,2017.06.07.R,6/7/2017,2017,Unprovoked,UNITED KINGDOM,M,30.0,June,2017 June,False
3522,2017.03.19,3/19/2017,2017,Unprovoked,AUSTRALIA,M,30.0,March,2017 March,False
3523,2017.02.24,2/24/2017,2017,Unprovoked,AUSTRALIA,M,,February,2017 February,False
3524,2016.07.17,7/17/2016,2016,,USA,,,July,2016 July,False
3525,2016.05.31,5/31/2016,2016,Unprovoked,AUSTRALIA,M,29.0,May,2016 May,True
3526,2016.03.28.b,3/28/2016,2016,Unprovoked,USA,M,15.0,March,2016 March,False
3527,2016.01.24.b,1/24/2016,2016,Unprovoked,USA,M,,January,2016 January,False
3528,2015.07.10,7/10/2015,2015,Unprovoked,USA,M,38.0,July,2015 July,False
3529,2015.07.03,7/3/2015,2015,Unprovoked,AUSTRALIA,M,52.0,July,2015 July,False
3530,2015.05.09,5/9/2015,2015,Unprovoked,NEW CALEDONIA,M,50.0,May,2015 May,True
3531,2015.01.06,1/6/2015,2015,Unprovoked,BAHAMAS,F,34.0,January,2015 January,False
3532,2014.10.17,10/17/2014,2014,Unprovoked,AUSTRALIA,F,13.0,October,2014 October,False
3533,2014.08.29.a,8/29/2014,2014,,USA,,,August,2014 August,False
3534,2014.06.09.c,6/9/2014,2014,Unprovoked,BRAZIL,M,43.0,June,2014 June,False
3535,2014.03.22.a,3/22/2014,2014,Unprovoked,USA,M,,March,2014 March,False
3536,2014.01.25,1/25/2014,2014,Unprovoked,NEW ZEALAND,M,24.0,January,2014 January,False
3537,2013.05.27.a,5/27/2013,2013,Unprovoked,USA,M,11.0,May,2013 May,False
3538,2013.01.21.R,1/21/2013,2013,,AUSTRALIA,M,62.0,January,2013 January,False
3539,2012.12.30,12/30/2012,2012,Unprovoked,AUSTRALIA,M,23.0,December,2012 December,False
3540,2012.12.28,12/28/2012,2012,Unprovoked,AUSTRALIA,M,29.0,December,2012 December,False
3541,2012.09.09,9/9/2012,2012,Unprovoked,USA,,19.0,September,2012 September,False
3542,2012.08.11,8/11/2012,2012,,AUSTRALIA,,,August,2012 August,False
3543,2012.07.30.b,7/30/2012,2012,Unprovoked,USA,M,44.0,July,2012 July,False
3544,2012.07.21,7/21/2012,2012,,TRINIDAD & TOBAGO,M,24.0,July,2012 July,False
3545,2012.07.08,7/8/2012,2012,Unprovoked,USA,F,43.0,July,2012 July,False
3546,2011.10.19,10/19/2011,2011,Unprovoked,AUSTRALIA,M,50.0,October,2011 October,False
3547,2011.07.19,7/19/2011,2011,Unprovoked,USA,F,6.0,July,2011 July,False
3548,2011.07.07.a,7/7/2011,2011,Unprovoked,USA,M,14.0,July,2011 July,False
3549,2011.06.06.a,6/6/2011,2011,Unprovoked,USA,M,19.0,June,2011 June,False
3550,2011.05.22,5/22/2011,2011,Unprovoked,USA,F,,May,2011 May,False
3551,2010.07.17.a,7/17/2010,2010,Unprovoked,USA,M,55.0,July,2010 July,False
3552,2010.05.18.c,5/18/2010,2010,Unprovoked,VIETNAM,F,58.0,May,2010 May,False
3553,2009.10.02,10/2/2009,2009,Provoked,UNITED KINGDOM,M,39.0,October,2009 October,False
3554,2009.06.16,6/16/2009,2009,,USA,M,14.0,June,2009 June,False
3555,2009.03.17,3/17/2009,2009,Unprovoked,USA,M,61.0,March,2009 March,False
3556,2009.01.11.b,1/11/2009,2009,Unprovoked,AUSTRALIA,F,13.0,January,2009 January,False
3557,2008.07.24.a,7/24/2008,2008,Unprovoked,USA,F,8.0,July,2008 July,False
3558,2008.03.23,3/23/2008,2008,Unprovoked,USA,M,13.0,March,2008 March,False
3559,2008.03.07,3/7/2008,2008,Unprovoked,USA,M,27.0,March,2008 March,False
3560,2007.12.19,12/19/2007,2007,,BRITISH VIRGIN ISLANDS,M,53.0,December,2007 December,False
3561,2006.12.10,12/10/2006,2006,Unprovoked,USA,M,43.0,December,2006 December,False
3562,2006.09.18.R,9/18/2006,2006,Provoked,USA,M,,September,2006 September,False
3563,2006.05.31,5/31/2006,2006,Unprovoked,USA,M,26.0,May,2006 May,False
3564,2006.04.11,4/11/2006,2006,Unprovoked,AUSTRALIA,M,15.0,April,2006 April,False
3565,2006.01.01,1/1/2006,2006,Unprovoked,SOUTH AFRICA,M,49.0,January,2006 January,False
3566,2005.11.25.a,11/25/2005,2005,Unprovoked,SOUTH AFRICA,M,26.0,November,2005 November,False
3567,2005.11.15,11/15/2005,2005,Provoked,SOUTH AFRICA,M,32.0,November,2005 November,False
3568,2005.07.17.a,7/17/2005,2005,Provoked,CHINA,M,24.0,July,2005 July,False
3569,2005.06.21,6/20/2005,2005,Unprovoked,MEXICO,M,,June,2005 June,False
3570,2005.04.17.R,4/17/2005,2005,Unprovoked,AUSTRALIA,,,April,2005 April,False
3571,2005.03.10,3/10/2005,2005,,SOUTH AFRICA,M,51.0,March,2005 March,False
3572,2004.10.09.b,10/9/2004,2004,Unprovoked,USA,M,34.0,October,2004 October,False
3573,2004.05.04,5/4/2004,2004,Unprovoked,USA,M,28.0,May,2004 May,False
3574,2004.03.06,3/6/2004,2004,Unprovoked,AUSTRALIA,M,47.0,March,2004 March,False
3575,2003.09.29,9/29/2003,2003,Unprovoked,FIJI,M,40.0,September,2003 September,True
3576,2003.09.00,9/1/2003,2003,Unprovoked,USA,M,,September,2003 September,False
3577,2003.07.26.R,7/26/2003,2003,Unprovoked,AUSTRALIA,M,37.0,July,2003 July,False
3578,2003.04.09,4/9/2003,2003,Unprovoked,USA,M,,April,2003 April,False
3579,2003.02.08,2/8/2003,2003,Unprovoked,AUSTRALIA,M,84.0,February,2003 February,True
3580,2002.12.29,12/29/2002,2002,Unprovoked,AUSTRALIA,F,18.0,December,2002 December,False
3581,2002.10.05.b,10/5/2002,2002,Unprovoked,USA,M,14.0,October,2002 October,False
3582,2002.06.11.a,6/10/2002,2002,Unprovoked,USA,M,28.0,June,2002 June,False
3583,2001.01.09,1/9/2001,2001,Unprovoked,USA,M,,January,2001 January,False
3584,2000.11.21,11/21/2000,2000,Unprovoked,AUSTRALIA,M,28.0,November,2000 November,False
3585,2000.09.29,9/29/2000,2000,Unprovoked,USA,M,,September,2000 September,False
3586,2000.09.12,9/12/2000,2000,Unprovoked,USA,F,26.0,September,2000 September,False
3587,2000.08.12,8/12/2000,2000,Unprovoked,USA,F,44.0,August,2000 August,False
3588,1999.08.24,8/24/1999,1999,Unprovoked,USA,M,,August,1999 August,False
3589,1999.01.13,1/13/1999,1999,Unprovoked,SOUTH AFRICA,M,,January,1999 January,False
3590,1998.08.01.a,8/1/1998,1998,Unprovoked,SOUTH AFRICA,M,24.0,August,1998 August,False
3591,1998.05.25,5/25/1998,1998,Unprovoked,USA,M,40.0,May,1998 May,False
3592,1997.10.24,10/24/1997,1997,Unprovoked,USA,M,23.0,October,1997 October,False
3593,1997.07.14,7/14/1997,1997,Unprovoked,USA,M,50.0,July,1997 July,False
3594,1997.04.20,4/20/1997,1997,Unprovoked,BRAZIL,M,22.0,April,1997 April,False
3595,1996.09.06.a,9/6/1996,1996,Unprovoked,USA,M,19.0,September,1996 September,False
3596,1996.07.04.b,7/4/1996,1996,Unprovoked,USA,F,63.0,July,1996 July,False
3597,1996.05.07,5/7/1996,1996,Unprovoked,USA,M,27.0,May,1996 May,False
3598,1996.01.14.b,1/14/1996,1996,Unprovoked,AUSTRALIA,,,January,1996 January,False
3599,1995.11.25.b,11/25/1995,1995,,USA,M,,November,1995 November,False
3600,1995.01.02,1/2/1995,1995,Unprovoked,BRAZIL,M,17.0,January,1995 January,False
3601,1994.12.18,12/18/1994,1994,Unprovoked,USA,,,December,1994 December,False
3602,1994.03.07,3/7/1994,1994,Provoked,USA,M,33.0,March,1994 March,False
3603,1994.00.00.a,1/1/1994,1994,Unprovoked,USA,M,,January,1994 January,False
3604,1993.09.16.b,9/16/1993,1993,Unprovoked,EL SALVADOR,,15.0,September,1993 September,False
3605,1993.08.14,8/14/1993,1993,,AUSTRALIA,,,August,1993 August,False
3606,1993.02.04,2/4/1993,1993,Provoked,AUSTRALIA,M,69.0,February,1993 February,False
3607,1993.01.04,1/4/1993,1993,,CARIBBEAN SEA,M,,January,1993 January,False
3608,1992.10.22,10/22/1992,1992,Unprovoked,USA,M,28.0,October,1992 October,False
3609,1991.11.26.a,11/26/1991,1991,Unprovoked,USA,F,,November,1991 November,False
3610,1989.02.15,2/15/1989,1989,Unprovoked,SOUTH AFRICA,M,26.0,February,1989 February,False
3611,1988.06.09,6/9/1988,1988,Unprovoked,USA,M,37.0,June,1988 June,False
3612,1986.12.06.a,12/6/1986,1986,Unprovoked,USA,M,27.0,December,1986 December,False
3613,1986.11.19,11/19/1986,1986,Unprovoked,USA,M,26.0,November,1986 November,False
3614,1986.10.00,10/1/1986,1986,Unprovoked,USA,M,28.0,October,1986 October,False
3615,1985.12.22,12/22/1985,1985,Unprovoked,SOUTH AFRICA,M,,December,1985 December,False
3616,1985.09.08.a,9/8/1985,1985,Unprovoked,USA,M,,September,1985 September,False
3617,1984.01.05,1/5/1984,1984,Unprovoked,SOUTH AFRICA,M,14.0,January,1984 January,False
3618,1983.01.10,1/10/1983,1983,Unprovoked,SOUTH AFRICA,M,22.0,January,1983 January,False
3619,1982.09.19,9/19/1982,1982,Unprovoked,USA,M,28.0,September,1982 September,False
3620,1982.07.31,7/31/1982,1982,,SOUTH AFRICA,M,20.0,July,1982 July,False
3621,1982.07.19,7/19/1982,1982,Unprovoked,USA,M,17.0,July,1982 July,False
3622,1981.03.25,3/25/1981,1981,Unprovoked,USA,M,19.0,March,1981 March,False
3623,1980.12.26,12/26/1980,1980,,SOUTH AFRICA,M,,December,1980 December,False
3624,1977.04.26,4/26/1977,1977,Unprovoked,AUSTRALIA,M,,April,1977 April,False
3625,1974.11.01,11/1/1974,1974,Unprovoked,USA,M,24.0,November,1974 November,False
3626,1973.12.00,12/1/1973,1973,Unprovoked,MEXICO,M,25.0,December,1973 December,True
3627,1972.03.16,3/16/1972,1972,Unprovoked,USA,M,,March,1972 March,False
3628,1972.01.01.b,1/1/1972,1972,Unprovoked,SOUTH AFRICA,F,30.0,January,1972 January,False
3629,1971.12.05,12/5/1971,1971,Unprovoked,AUSTRALIA,M,20.0,December,1971 December,True
3630,1971.10.14,10/14/1971,1971,Unprovoked,SOUTH AFRICA,M,25.0,October,1971 October,False
3631,1970.09.00.c,9/1/1970,1970,Unprovoked,USA,M,,September,1970 September,False
3632,1970.09.00.a,9/1/1970,1970,Unprovoked,USA,M,,September,1970 September,False
3633,1970.04.04,4/4/1970,1970,Unprovoked,GRENADA,M,14.0,April,1970 April,True
3634,1969.09.06,9/6/1969,1969,Unprovoked,USA,M,53.0,September,1969 September,False
3635,1968.07.23,7/23/1968,1968,Unprovoked,USA,M,33.0,July,1968 July,False
3636,1967.05.09,5/9/1967,1967,Provoked,AUSTRALIA,M,22.0,May,1967 May,False
3637,1966.07.31,7/31/1966,1966,Unprovoked,USA,M,16.0,July,1966 July,False
3638,1965.12.10,12/10/1965,1965,,AUSTRALIA,,,December,1965 December,False
3639,1965.00.00.b,1/1/1965,1965,Unprovoked,VANUATU,M,,January,1965 January,True
3640,1964.11.29,11/29/1964,1964,Unprovoked,AUSTRALIA,M,25.0,November,1964 November,False
3641,1964.08.22,8/22/1964,1964,,USA,M,18.0,August,1964 August,False
3642,1963.09.13,9/13/1963,1963,Provoked,AUSTRALIA,M,18.0,September,1963 September,False
3643,1963.09.10,9/10/1963,1963,Provoked,USA,M,16.0,September,1963 September,False
3644,1962.12.30,12/30/1962,1962,Provoked,SOUTH AFRICA,M,,December,1962 December,False
3645,1962.08.29,8/29/1962,1962,Provoked,USA,M,39.0,August,1962 August,False
3646,1962.08.12,8/12/1962,1962,Unprovoked,USA,M,24.0,August,1962 August,False
3647,1962.01.21,1/21/1962,1962,Provoked,AUSTRALIA,M,19.0,January,1962 January,False
3648,1961.09.26,9/26/1961,1961,Provoked,USA,M,16.0,September,1961 September,False
3649,1961.09.02.R,9/6/1961,1961,Provoked,ITALY,M,,September,1961 September,False
3650,1961.02.01.b,2/1/1961,1961,Unprovoked,SOUTH AFRICA,M,14.0,February,1961 February,True
3651,2021.01.03,1/3/2021,2021,Unprovoked,USA,M,19.0,January,2021 January,False
3652,2020.07.17,7/17/2020,2020,Unprovoked,AUSTRALIA,M,10.0,July,2020 July,False
3653,2020.03.21,3/21/2020,2020,Unprovoked,AUSTRALIA,F,,March,2020 March,False
3654,2020.01.16,1/16/2020,2020,Unprovoked,NEW ZEALAND,F,13.0,January,2020 January,False
3655,2019.12.21,12/21/2019,2019,Unprovoked,USA,M,37.0,December,2019 December,False
3656,2019.10.29,10/29/2019,2019,Unprovoked,AUSTRALIA,M,,October,2019 October,False
3657,2019.09.24.b,9/24/2019,2019,Unprovoked,USA,M,,September,2019 September,False
3658,2019.08.31.b,8/31/2019,2019,Unprovoked,USA,M,70.0,August,2019 August,False
3659,2019.08.11,8/11/2019,2019,Unprovoked,USA,M,16.0,August,2019 August,False
3660,2019.05.29,5/29/2019,2019,Unprovoked,NEW CALEDONIA,M,43.0,May,2019 May,True
3661,2019.04.21,4/21/2019,2019,Unprovoked,USA,M,25.0,April,2019 April,False
3662,2019.04.05,4/5/2019,2019,Provoked,CHINA,F,,April,2019 April,False
3663,2018.12.15.a,12/15/2018,2018,Unprovoked,NEW ZEALAND,M,24.0,December,2018 December,False
3664,2018.12.09.a,12/9/2018,2018,Unprovoked,AUSTRALIA,M,36.0,December,2018 December,False
3665,2018.11.03,11/3/2018,2018,Unprovoked,EGYPT,M,,November,2018 November,False
3666,2018.09.19.b,9/19/2018,2018,Unprovoked,JAMAICA,M,43.0,September,2018 September,True
3667,2018.09.07,9/7/2018,2018,Unprovoked,USA,M,65.0,September,2018 September,False
3668,2018.06.18.a,6/18/2018,2018,Unprovoked,USA,F,11.0,June,2018 June,False
3669,2018.02.23,2/23/2018,2018,Unprovoked,AUSTRALIA,F,55.0,February,2018 February,False
3670,2017.08.26.b,8/26/2017,2017,,SPAIN,F,11.0,August,2017 August,False
3671,2017.04.26,4/26/2017,2017,,USA,F,,April,2017 April,False
3672,2016.10.01,10/1/2016,2016,Unprovoked,USA,M,32.0,October,2016 October,False
3673,2016.07.23.b,7/23/2016,2016,Unprovoked,AUSTRALIA,M,36.0,July,2016 July,False
3674,2016.07.08,7/8/2016,2016,,USA,M,,July,2016 July,False
3675,2016.03.31,3/31/2016,2016,Unprovoked,USA,F,46.0,March,2016 March,False
3676,2016.01.02,1/2/2016,2016,Unprovoked,AUSTRALIA,M,31.0,January,2016 January,False
3677,2015.11.15.a,11/15/2015,2015,Unprovoked,USA,M,28.0,November,2015 November,False
3678,2015.10.13,10/13/2015,2015,,USA,M,,October,2015 October,False
3679,2015.09.00,9/1/2015,2015,Unprovoked,FIJI,M,,September,2015 September,False
3680,2015.06.27.b,6/27/2015,2015,Unprovoked,USA,M,18.0,June,2015 June,False
3681,2015.06.01,6/1/2015,2015,Unprovoked,REUNION,M,47.0,June,2015 June,False
3682,2014.08.05,8/5/2014,2014,Unprovoked,USA,F,45.0,August,2014 August,False
3683,2014.07.13,7/13/2014,2014,,BAHAMAS,M,63.0,July,2014 July,False
3684,2014.06.27.R,6/27/2014,2014,,ST MARTIN,M,48.0,June,2014 June,False
3685,2014.00.00,1/1/2014,2014,,NEW ZEALAND,,,January,2014 January,False
3686,2013.10.28,10/28/2013,2013,Unprovoked,AUSTRALIA,F,60.0,October,2013 October,False
3687,2013.10.26.a,10/26/2013,2013,Unprovoked,AUSTRALIA,M,,October,2013 October,False
3688,2013.10.11,10/11/2013,2013,Unprovoked,SOUTH AFRICA,M,74.0,October,2013 October,True
3689,2013.09.01.c,9/1/2013,2013,Provoked,USA,F,3.0,September,2013 September,False
3690,2012.12.25,12/25/2012,2012,Unprovoked,SOUTH AFRICA,M,20.0,December,2012 December,True
3691,2012.04.11,4/11/2012,2012,,AUSTRALIA,M,27.0,April,2012 April,False
3692,2011.12.21.a,12/21/2011,2011,,SOUTH AFRICA,M,35.0,December,2011 December,False
3693,2011.10.11,10/11/2011,2011,Unprovoked,USA,M,,October,2011 October,False
3694,2011.09.28.b,9/28/2011,2011,Provoked,DOMINICAN REPUBLIC,M,48.0,September,2011 September,False
3695,2011.07.25,7/25/2011,2011,Unprovoked,USA,M,,July,2011 July,False
