,Case Number,Date,Year,Type,Country,Sex,Age,Month,Year Month,Fatal==True,Median Sea Level,Case Number Count
1393,1990.09.05,9/5/1990,1990,,USA,M,44.0,September,1990 September,False,-0.28,2
1394,1989.04.03,4/3/1989,1989,Unprovoked,USA,M,,April,1989 April,False,-0.84,5
1395,1989.04.12,4/12/1989,1989,Unprovoked,USA,M,,April,1989 April,False,-0.84,5
1396,1989.04.00,4/1/1989,1989,Unprovoked,USA,M,,April,1989 April,False,-0.84,5
1397,1989.04.23,4/23/1989,1989,Unprovoked,USA,M,19.0,April,1989 April,False,-0.84,5
1398,1989.04.09,4/9/1989,1989,,USA,,,April,1989 April,False,-0.84,5
1399,1986.08.19,8/19/1986,1986,Unprovoked,USA,,16.0,August,1986 August,False,0.04,1
1400,1985.08.17,8/17/1985,1985,,USA,M,67.0,August,1985 August,False,0.02,3
1401,1985.08.20,8/20/1985,1985,,USA,M,11.0,August,1985 August,False,0.02,3
1402,1985.08.22,8/22/1985,1985,Unprovoked,USA,M,87.0,August,1985 August,False,0.02,3
1403,1983.06.20,6/20/1983,1983,Unprovoked,USA,M,21.0,June,1983 June,False,1.25,2
1404,1983.06.29,6/29/1983,1983,Unprovoked,USA,M,42.0,June,1983 June,False,1.25,2
1405,1981.10.16,10/16/1981,1981,Unprovoked,USA,M,17.0,October,1981 October,False,-0.29,4
1406,1981.10.19.a,10/19/1981,1981,Unprovoked,USA,M,19.0,October,1981 October,False,-0.29,4
1407,1981.10.17,10/17/1981,1981,Unprovoked,USA,M,,October,1981 October,False,-0.29,4
1408,1981.10.01,10/1/1981,1981,Unprovoked,USA,M,24.0,October,1981 October,False,-0.29,4
1409,1981.09.15,9/15/1981,1981,Unprovoked,USA,M,26.0,September,1981 September,True,0.22,5
1410,1981.09.03.b,9/3/1981,1981,Unprovoked,USA,M,25.0,September,1981 September,False,0.22,5
1411,1981.09.28,9/28/1981,1981,Unprovoked,USA,M,28.0,September,1981 September,False,0.22,5
1412,1981.09.27,9/27/1981,1981,Unprovoked,USA,M,,September,1981 September,False,0.22,5
1413,1981.09.03.a,9/3/1981,1981,Unprovoked,USA,M,24.0,September,1981 September,False,0.22,5
1414,1979.04.08.b,4/8/1979,1979,Unprovoked,USA,M,24.0,April,1979 April,False,0.03,2
1415,1979.04.08.a,4/8/1979,1979,Unprovoked,USA,M,8.0,April,1979 April,False,0.03,2
1416,1978.07.19,7/19/1978,1978,Provoked,USA,M,27.0,July,1978 July,False,-0.53,2
1417,1978.07.27,7/27/1978,1978,,USA,M,39.0,July,1978 July,False,-0.53,2
1418,1976.12.18,12/18/1976,1976,Unprovoked,USA,M,29.0,December,1976 December,False,-0.52,1
1419,1974.07.26,7/26/1974,1974,Unprovoked,USA,M,36.0,July,1974 July,False,0.79,3
1420,1974.07.20,7/20/1974,1974,Unprovoked,USA,M,17.0,July,1974 July,True,0.79,3
1421,1974.07.02,7/2/1974,1974,,USA,M,10.0,July,1974 July,True,0.79,3
1422,1970.06.22,6/22/1970,1970,Provoked,USA,M,13.0,June,1970 June,False,-0.1,1
1423,1968.08.24,8/24/1968,1968,Unprovoked,USA,,,August,1968 August,False,0.26,2
1424,1968.08.21,8/21/1968,1968,Unprovoked,USA,M,15.0,August,1968 August,False,0.26,2
1425,1966.05.16.b,5/16/1966,1966,,USA,M,24.0,May,1966 May,False,-0.57,1
1426,1966.04.08,4/8/1966,1966,Unprovoked,USA,M,25.0,April,1966 April,False,-0.63,1
1427,1965.06.18,6/18/1965,1965,,USA,M,,June,1965 June,False,-0.56,2
1428,1965.06.19,6/19/1965,1965,,USA,M,6.0,June,1965 June,False,-0.56,2
1429,1962.11.11,11/11/1962,1962,Unprovoked,USA,M,24.0,November,1962 November,False,-0.17,1
1430,1962.07.07,7/7/1962,1962,Unprovoked,USA,M,13.0,July,1962 July,False,-0.76,4
1431,1962.07.28,7/28/1962,1962,Unprovoked,USA,M,21.0,July,1962 July,False,-0.76,4
1432,1962.07.19,7/19/1962,1962,Provoked,USA,M,19.0,July,1962 July,False,-0.76,4
1433,1962.07.10,7/10/1962,1962,Unprovoked,USA,M,41.0,July,1962 July,False,-0.76,4
1434,1961.10.00.a,10/1/1961,1961,Unprovoked,USA,M,45.0,October,1961 October,True,-0.68,2
1435,1961.10.09,10/9/1961,1961,,USA,M,45.0,October,1961 October,False,-0.68,2
1436,2020.04.07,4/7/2020,2020,Unprovoked,USA,F,,April,2020 April,False,1.55,2
1437,2020.04.29,4/29/2020,2020,,USA,M,16.0,April,2020 April,False,1.55,2
1438,2017.11.24,11/24/2017,2017,Unprovoked,USA,M,25.0,November,2017 November,False,1.3,3
1439,2017.11.18,11/18/2017,2017,Unprovoked,USA,F,14.0,November,2017 November,False,1.3,3
1440,2017.11.02,11/2/2017,2017,Unprovoked,USA,M,25.0,November,2017 November,False,1.3,3
1441,2015.12.22,12/22/2015,2015,Unprovoked,USA,M,71.0,December,2015 December,False,2.64,1
1442,2014.03.21,3/21/2014,2014,Unprovoked,USA,M,9.0,March,2014 March,False,0.62,3
1443,2014.03.02,3/2/2014,2014,Unprovoked,USA,M,21.0,March,2014 March,False,0.62,3
1444,2014.03.22.a,3/22/2014,2014,Unprovoked,USA,M,,March,2014 March,False,0.62,3
1445,2010.06.10,6/10/2010,2010,Unprovoked,USA,F,18.0,June,2010 June,False,0.36,5
1446,2010.06.27,6/27/2010,2010,Unprovoked,USA,M,20.0,June,2010 June,False,0.36,5
1447,2010.06.25.a,6/25/2010,2010,Unprovoked,USA,F,13.0,June,2010 June,False,0.36,5
1448,2010.06.00,6/1/2010,2010,Unprovoked,USA,M,20.0,June,2010 June,False,0.36,5
1449,2010.06.25.b,6/25/2010,2010,Unprovoked,USA,F,6.0,June,2010 June,False,0.36,5
1450,2008.10.08,10/8/2008,2008,Unprovoked,USA,M,11.0,October,2008 October,False,0.29,1
1451,2008.09.01,9/1/2008,2008,Unprovoked,USA,M,52.0,September,2008 September,False,1.19,9
1452,2008.09.28.b,9/28/2008,2008,Unprovoked,USA,M,44.0,September,2008 September,False,1.19,9
1453,2008.09.14,9/14/2008,2008,Unprovoked,USA,M,32.0,September,2008 September,False,1.19,9
1454,2008.09.28.a,9/28/2008,2008,Unprovoked,USA,M,40.0,September,2008 September,False,1.19,9
1455,2008.09.08,9/8/2008,2008,Unprovoked,USA,M,,September,2008 September,False,1.19,9
1456,2008.09.06.b,9/6/2008,2008,Unprovoked,USA,M,43.0,September,2008 September,False,1.19,9
1457,2008.09.00,9/1/2008,2008,Unprovoked,USA,M,,September,2008 September,False,1.19,9
1458,2008.09.06.a,9/6/2008,2008,Unprovoked,USA,M,15.0,September,2008 September,False,1.19,9
1459,2008.09.09,9/9/2008,2008,Unprovoked,USA,M,40.0,September,2008 September,False,1.19,9
1460,2006.02.27,2/27/2006,2006,Unprovoked,USA,F,15.0,February,2006 February,False,-0.09,3
1461,2006.02.23,2/23/2006,2006,,USA,M,45.0,February,2006 February,False,-0.09,3
1462,2006.02.01.a,2/1/2006,2006,,USA,M,57.0,February,2006 February,False,-0.09,3
1463,2020.03.22.a,3/22/2020,2020,Unprovoked,USA,M,,March,2020 March,False,0.96,3
1464,2020.03.22.b,3/22/2020,2020,Unprovoked,USA,M,,March,2020 March,False,0.96,3
1465,2020.03.27,3/27/2020,2020,Unprovoked,USA,M,15.0,March,2020 March,False,0.96,3
1466,2017.12.30,12/30/2017,2017,Unprovoked,USA,F,35.0,December,2017 December,False,-0.19,2
1467,2017.12.31,12/31/2017,2017,Unprovoked,USA,F,54.0,December,2017 December,False,-0.19,2
1468,2016.11.14,11/14/2016,2016,Unprovoked,USA,F,58.0,November,2016 November,False,2.11,1
1469,2016.04.07.b,4/7/2016,2016,Unprovoked,USA,M,34.0,April,2016 April,False,1.28,4
1470,2016.04.13,4/13/2016,2016,Unprovoked,USA,M,26.0,April,2016 April,False,1.28,4
1471,2016.04.23,4/23/2016,2016,Unprovoked,USA,M,15.0,April,2016 April,False,1.28,4
1472,2016.04.07.a,4/7/2016,2016,,USA,M,,April,2016 April,False,1.28,4
1473,2015.05.07,5/7/2015,2015,Unprovoked,USA,M,,May,2015 May,False,0.89,6
1474,2015.05.29.b,5/29/2015,2015,Unprovoked,USA,F,14.0,May,2015 May,False,0.89,6
1475,2015.05.24,5/24/2015,2015,Unprovoked,USA,F,13.0,May,2015 May,False,0.89,6
1476,2015.05.29.a,5/29/2015,2015,Unprovoked,USA,F,19.0,May,2015 May,False,0.89,6
1477,2015.05.20,5/20/2015,2015,Unprovoked,USA,M,18.0,May,2015 May,False,0.89,6
1478,2015.05.15,5/15/2015,2015,Unprovoked,USA,M,30.0,May,2015 May,False,0.89,6
1479,2012.02.26,2/26/2012,2012,Provoked,USA,M,,February,2012 February,False,-0.28,1
1480,2008.02.15,2/15/2008,2008,Unprovoked,USA,M,25.0,February,2008 February,False,-0.13,2
1481,2008.02.06,2/6/2008,2008,Unprovoked,USA,M,,February,2008 February,False,-0.13,2
1482,2003.08.12,8/12/2003,2003,,USA,M,31.0,August,2003 August,False,1.12,3
1483,2003.08.19,8/19/2003,2003,Unprovoked,USA,F,50.0,August,2003 August,True,1.12,3
1484,2003.08.29,8/29/2003,2003,Provoked,USA,M,,August,2003 August,False,1.12,3
1485,2002.10.30,10/30/2002,2002,Unprovoked,USA,F,60.0,October,2002 October,False,-0.09,5
1486,2002.10.11,10/11/2002,2002,Unprovoked,USA,M,21.0,October,2002 October,False,-0.09,5
1487,2002.10.05.a,10/5/2002,2002,Unprovoked,USA,M,35.0,October,2002 October,False,-0.09,5
1488,2002.10.03,10/3/2002,2002,Unprovoked,USA,M,18.0,October,2002 October,False,-0.09,5
1489,2002.10.05.b,10/5/2002,2002,Unprovoked,USA,M,14.0,October,2002 October,False,-0.09,5
1490,2002.06.11.b,6/11/2002,2002,Unprovoked,USA,,,June,2002 June,False,0.56,5
1491,2002.06.09.a,6/9/2002,2002,Unprovoked,USA,M,10.0,June,2002 June,False,0.56,5
1492,2002.06.20.a,6/20/2002,2002,Unprovoked,USA,F,11.0,June,2002 June,False,0.56,5
1493,2002.06.09.b,6/9/2002,2002,Unprovoked,USA,M,50.0,June,2002 June,False,0.56,5
1494,2002.06.11.a,6/10/2002,2002,Unprovoked,USA,M,28.0,June,2002 June,False,0.56,5
1495,2001.08.27,8/27/2001,2001,Unprovoked,USA,M,69.0,August,2001 August,False,-0.11,13
1496,2001.08.05,8/5/2001,2001,Unprovoked,USA,F,,August,2001 August,False,-0.11,13
1497,2001.08.19.c,8/19/2001,2001,Unprovoked,USA,M,32.0,August,2001 August,False,-0.11,13
1498,2001.08.18.b,8/18/2001,2001,Unprovoked,USA,M,19.0,August,2001 August,False,-0.11,13
1499,2001.08.19.b,8/19/2001,2001,Unprovoked,USA,F,17.0,August,2001 August,False,-0.11,13
1500,2001.08.19.a,8/19/2001,2001,Unprovoked,USA,F,17.0,August,2001 August,False,-0.11,13
1501,2001.08.18.a,8/18/2001,2001,Unprovoked,USA,M,19.0,August,2001 August,False,-0.11,13
1502,2001.08.26,8/26/2001,2001,Unprovoked,USA,M,18.0,August,2001 August,False,-0.11,13
1503,2001.08.22,8/22/2001,2001,Unprovoked,USA,M,17.0,August,2001 August,False,-0.11,13
1504,2001.08.25,8/25/2001,2001,Unprovoked,USA,M,18.0,August,2001 August,False,-0.11,13
1505,2001.08.21,8/21/2001,2001,Unprovoked,USA,M,27.0,August,2001 August,False,-0.11,13
1506,2001.08.29,8/29/2001,2001,Unprovoked,USA,F,29.0,August,2001 August,False,-0.11,13
1507,2001.08.18.c,8/18/2001,2001,Unprovoked,USA,M,20.0,August,2001 August,False,-0.11,13
1508,2001.03.09,3/9/2001,2001,Unprovoked,USA,M,,March,2001 March,False,-0.2,2
1509,2001.03.23,3/23/2001,2001,Unprovoked,USA,M,,March,2001 March,False,-0.2,2
1510,2000.11.10,11/10/2000,2000,,USA,F,27.0,November,2000 November,False,-0.65,3
1511,2000.11.18,11/17/2000,2000,Unprovoked,USA,M,73.0,November,2000 November,False,-0.65,3
1512,2000.11.04,11/4/2000,2000,Unprovoked,USA,M,27.0,November,2000 November,False,-0.65,3
1513,2000.06.02,6/2/2000,2000,Unprovoked,USA,M,13.0,June,2000 June,False,0.24,6
1514,2000.06.10,6/10/2000,2000,Unprovoked,USA,M,17.0,June,2000 June,False,0.24,6
1515,2000.06.09.a,6/9/2000,2000,Unprovoked,USA,M,44.0,June,2000 June,False,0.24,6
1516,2000.06.09.b,6/9/2000,2000,Unprovoked,USA,M,55.0,June,2000 June,False,0.24,6
1517,2000.06.13,6/13/2000,2000,,USA,,,June,2000 June,False,0.24,6
1518,2000.06.19,6/19/2000,2000,Unprovoked,USA,M,52.0,June,2000 June,False,0.24,6
1519,2000.00.00,1/1/2000,2000,,USA,M,,January,2000 January,False,-0.48,1
1520,1999.07.04,7/4/1999,1999,Unprovoked,USA,F,30.0,July,1999 July,False,0.52,4
1521,1999.07.21,7/21/1999,1999,Unprovoked,USA,M,43.0,July,1999 July,False,0.52,4
1522,1999.07.26,7/26/1999,1999,Unprovoked,USA,M,43.0,July,1999 July,False,0.52,4
1523,1999.07.06,7/6/1999,1999,Unprovoked,USA,M,,July,1999 July,False,0.52,4
1524,1991.10.12,10/12/1991,1991,Unprovoked,USA,M,21.0,October,1991 October,False,0.05,2
1525,1991.10.05,10/5/1991,1991,Unprovoked,USA,M,32.0,October,1991 October,False,0.05,2
1526,1989.08.22.b,8/22/1989,1989,Unprovoked,USA,M,21.0,August,1989 August,False,-0.46,1
1527,1988.09.28,9/28/1988,1988,Unprovoked,USA,M,21.0,September,1988 September,False,-1.06,3
1528,1988.09.13.b,9/13/1988,1988,Unprovoked,USA,F,,September,1988 September,False,-1.06,3
1529,1988.09.13.a,9/13/1988,1988,Unprovoked,USA,M,38.0,September,1988 September,True,-1.06,3
1530,1987.12.17,12/17/1987,1987,Unprovoked,USA,M,16.0,December,1987 December,False,0.47,1
1531,1987.10.26,10/26/1987,1987,Unprovoked,USA,M,20.0,October,1987 October,False,-0.83,1
1532,1987.07.12.a,7/12/1987,1987,Unprovoked,USA,F,16.0,July,1987 July,False,0.86,4
1533,1987.07.21,7/21/1987,1987,Unprovoked,USA,M,27.0,July,1987 July,False,0.86,4
1534,1987.07.11,7/11/1987,1987,,USA,,,July,1987 July,False,0.86,4
1535,1987.07.12.b,7/12/1987,1987,Unprovoked,USA,F,32.0,July,1987 July,False,0.86,4
1536,1985.05.26,5/26/1985,1985,Unprovoked,USA,M,,May,1985 May,False,0.16,1
1537,1982.10.13,10/13/1982,1982,Unprovoked,USA,M,26.0,October,1982 October,False,1.44,2
1538,1982.10.23,10/23/1962,1982,,USA,,,October,1982 October,False,1.44,2
1539,1979.06.19,6/19/1979,1979,,USA,M,56.0,June,1979 June,False,-0.65,1
1540,1978.11.23,11/23/1978,1978,Unprovoked,USA,M,17.0,November,1978 November,False,-0.71,2
1541,1978.11.26,11/26/1978,1978,Unprovoked,USA,M,,November,1978 November,False,-0.71,2
1542,1974.04.12,4/12/1974,1974,Unprovoked,USA,F,11.0,April,1974 April,False,0.74,1
1543,1970.12.03,12/3/1970,1970,,USA,M,41.0,December,1970 December,False,1.0,1
1544,1970.10.24,10/24/1970,1970,Unprovoked,USA,M,,October,1970 October,False,0.3,2
1545,1970.10.00,10/1/1970,1970,Unprovoked,USA,M,,October,1970 October,False,0.3,2
1546,1969.03.09,3/9/1969,1969,Unprovoked,USA,M,16.0,March,1969 March,False,-0.4,1
1547,1968.09.22,9/22/1968,1968,,USA,,,September,1968 September,False,0.13,1
1548,1963.09.26,9/26/1963,1963,,USA,,25.0,September,1963 September,False,-0.05,2
1549,1963.09.10,9/10/1963,1963,Provoked,USA,M,16.0,September,1963 September,False,-0.05,2
1550,2018.09.08.b,9/8/2018,2018,Unprovoked,USA,M,39.0,September,2018 September,False,1.33,7
1551,2018.09.08.a,9/8/2018,2018,Unprovoked,USA,M,23.0,September,2018 September,False,1.33,7
1552,2018.09.15,9/15/2018,2018,Unprovoked,USA,M,26.0,September,2018 September,True,1.33,7
1553,2018.08.27,9/27/2018,2018,,USA,M,55.0,September,2018 September,False,1.33,7
1554,2018.09.20.b,9/20/2018,2018,,USA,F,,September,2018 September,False,1.33,7
1555,2018.09.29,9/29/2018,2018,Unprovoked,USA,M,13.0,September,2018 September,False,1.33,7
1556,2018.09.07,9/7/2018,2018,Unprovoked,USA,M,65.0,September,2018 September,False,1.33,7
1557,2017.05.30,5/30/2017,2017,Provoked,USA,F,20.0,May,2017 May,False,2.69,3
1558,2017.05.03,5/3/2017,2017,,USA,F,18.0,May,2017 May,False,2.69,3
1559,2017.05.28,5/28/2017,2017,Unprovoked,USA,M,,May,2017 May,False,2.69,3
1560,2012.08.15,8/15/2012,2012,Unprovoked,USA,M,31.0,August,2012 August,False,2.0,2
1561,2012.08.09,8/8/2012,2012,Unprovoked,USA,M,56.0,August,2012 August,False,2.0,2
1562,2012.04.19.b,4/19/2012,2012,Unprovoked,USA,M,28.0,April,2012 April,False,2.05,3
1563,2012.04.00,4/1/2013,2012,Unprovoked,USA,M,,April,2012 April,False,2.05,3
1564,2012.04.03,4/3/2012,2012,Unprovoked,USA,M,28.0,April,2012 April,False,2.05,3
1565,2008.03.25,3/25/2008,2008,Unprovoked,USA,M,15.0,March,2008 March,False,-0.48,7
1566,2008.03.21,3/21/2008,2008,Unprovoked,USA,M,14.0,March,2008 March,False,-0.48,7
1567,2008.03.28.b,3/28/2008,2008,Unprovoked,USA,M,52.0,March,2008 March,False,-0.48,7
1568,2008.03.23,3/23/2008,2008,Unprovoked,USA,M,13.0,March,2008 March,False,-0.48,7
1569,2008.03.07,3/7/2008,2008,Unprovoked,USA,M,27.0,March,2008 March,False,-0.48,7
1570,2008.03.28.a,3/28/2008,2008,Unprovoked,USA,M,,March,2008 March,False,-0.48,7
1571,2008.03.15,3/15/2008,2008,Unprovoked,USA,M,8.0,March,2008 March,False,-0.48,7
1572,2004.07.27.b,7/27/2004,2004,Unprovoked,USA,F,13.0,July,2004 July,False,0.6,6
1573,2004.07.02.a,7/2/2004,2004,Unprovoked,USA,M,7.0,July,2004 July,False,0.6,6
1574,2004.07.27.a,7/27/2004,2004,Unprovoked,USA,F,19.0,July,2004 July,False,0.6,6
1575,2004.07.28,7/28/2004,2004,Unprovoked,USA,F,28.0,July,2004 July,False,0.6,6
1576,2004.07.31,7/31/2004,2004,Unprovoked,USA,F,20.0,July,2004 July,False,0.6,6
1577,2004.07.25,7/25/2004,2004,Unprovoked,USA,M,11.0,July,2004 July,False,0.6,6
1578,2003.10.24,10/24/2003,2003,,USA,M,56.0,October,2003 October,False,1.44,11
1579,2003.10.05.a,10/5/2003,2003,Unprovoked,USA,F,41.0,October,2003 October,False,1.44,11
1580,2003.10.31.a,10/31/2003,2003,Unprovoked,USA,F,13.0,October,2003 October,False,1.44,11
1581,2003.10.14,10/14/2003,2003,Unprovoked,USA,M,19.0,October,2003 October,False,1.44,11
1582,2003.10.05.d,10/5/2003,2003,Unprovoked,USA,M,18.0,October,2003 October,False,1.44,11
1583,2003.10.05.b,10/5/2003,2003,Unprovoked,USA,M,50.0,October,2003 October,False,1.44,11
1584,2003.10.06,10/6/2003,2003,,USA,M,,October,2003 October,True,1.44,11
1585,2003.10.05.e,10/5/2003,2003,Unprovoked,USA,F,,October,2003 October,False,1.44,11
1586,2003.10.05.c,10/5/2003,2003,Provoked,USA,M,30.0,October,2003 October,False,1.44,11
1587,2003.10.31.c,10/31/2003,2003,Unprovoked,USA,M,18.0,October,2003 October,False,1.44,11
1588,2003.10.27,10/27/2003,2003,Unprovoked,USA,M,46.0,October,2003 October,False,1.44,11
1589,2003.03.10,3/10/2003,2003,Provoked,USA,F,,March,2003 March,False,0.57,1
1590,1998.12.24,12/24/1998,1998,Provoked,USA,M,19.0,December,1998 December,False,-0.77,1
1591,1996.06.25,6/25/1996,1996,Unprovoked,USA,F,24.0,June,1996 June,False,0.0,1
1592,1995.07.24,7/24/1995,1995,Unprovoked,USA,F,7.0,July,1995 July,False,1.14,9
1593,1995.07.06,7/6/1995,1995,Unprovoked,USA,M,34.0,July,1995 July,False,1.14,9
1594,1995.07.03,7/3/1995,1995,Provoked,USA,F,32.0,July,1995 July,False,1.14,9
1595,1995.07.28.b,7/28/1995,1995,Unprovoked,USA,M,18.0,July,1995 July,False,1.14,9
1596,1995.07.28.d,7/28/1995,1995,Unprovoked,USA,M,,July,1995 July,False,1.14,9
1597,1995.07.28.e,7/28/1995,1995,Unprovoked,USA,M,,July,1995 July,False,1.14,9
1598,1995.07.28.c,7/28/1995,1995,Unprovoked,USA,M,18.0,July,1995 July,False,1.14,9
1599,1995.07.23,7/23/1995,1995,Unprovoked,USA,M,47.0,July,1995 July,False,1.14,9
1600,1995.07.28.a,7/28/1995,1995,Unprovoked,USA,M,12.0,July,1995 July,False,1.14,9
1601,1995.04.13,4/13/1995,1995,Unprovoked,USA,M,20.0,April,1995 April,False,0.12,2
1602,1995.04.16,4/16/1995,1995,,USA,M,12.0,April,1995 April,False,0.12,2
1603,1992.12.23,12/23/1992,1992,Unprovoked,USA,M,30.0,December,1992 December,False,0.49,2
1604,1992.12.28,12/28/1992,1992,Unprovoked,USA,M,10.0,December,1992 December,False,0.49,2
1605,1990.04.01,4/1/1990,1990,Unprovoked,USA,M,,April,1990 April,False,-0.58,1
1606,1987.08.20,8/20/1987,1987,Unprovoked,USA,M,12.0,August,1987 August,False,-0.4,2
1607,1987.08.15,8/15/1987,1987,Unprovoked,USA,M,40.0,August,1987 August,False,-0.4,2
1608,1985.07.19,7/19/1985,1985,Unprovoked,USA,F,10.0,July,1985 July,False,0.0,4
1609,1985.07.25.b,7/25/1985,1985,Unprovoked,USA,F,13.0,July,1985 July,False,0.0,4
1610,1985.07.21,7/21/1985,1985,,USA,,,July,1985 July,False,0.0,4
1611,1985.07.25.a,7/25/1985,1985,Unprovoked,USA,M,15.0,July,1985 July,False,0.0,4
1612,1984.10.17,10/17/1984,1984,,USA,F,77.0,October,1984 October,False,1.22,4
1613,1984.10.14.a,10/14/1984,1984,Unprovoked,USA,M,15.0,October,1984 October,False,1.22,4
1614,1984.10.21,10/21/1984,1984,Unprovoked,USA,F,23.0,October,1984 October,False,1.22,4
1615,1984.10.21.b,10/21/1984,1984,,USA,M,22.0,October,1984 October,False,1.22,4
1616,1984.08.24,8/24/1984,1984,,USA,F,31.0,August,1984 August,False,0.84,1
1617,1976.11.25,11/25/1976,1976,Unprovoked,USA,M,19.0,November,1976 November,False,-0.96,1
1618,1973.08.16,8/16/1973,1973,Unprovoked,USA,M,17.0,August,1973 August,False,0.45,1
1619,1972.10.14.b,10/14/1972,1972,Unprovoked,USA,M,,October,1972 October,True,0.34,2
1620,1972.10.14.a,10/14/1972,1972,Unprovoked,USA,M,17.0,October,1972 October,False,0.34,2
1621,1971.09.25,9/25/1971,1971,Unprovoked,USA,,17.0,September,1971 September,False,0.3,1
1622,1970.09.05,9/5/1970,1970,Unprovoked,USA,M,18.0,September,1970 September,False,-0.59,3
1623,1970.09.00.c,9/1/1970,1970,Unprovoked,USA,M,,September,1970 September,False,-0.59,3
1624,1970.09.00.a,9/1/1970,1970,Unprovoked,USA,M,,September,1970 September,False,-0.59,3
1625,1969.05.25,5/25/1969,1969,Provoked,USA,M,,May,1969 May,False,0.27,2
1626,1969.05.24,5/24/1969,1969,Provoked,USA,M,23.0,May,1969 May,False,0.27,2
1627,1967.07.29,7/29/1967,1967,Unprovoked,USA,M,20.0,July,1967 July,False,-0.15,2
1628,1967.07.00,7/1/1967,1967,,USA,M,18.0,July,1967 July,False,-0.15,2
1629,1964.07.08,7/8/1964,1964,Provoked,USA,M,,July,1964 July,False,-1.53,3
1630,1964.07.15,7/15/1964,1964,,USA,,,July,1964 July,False,-1.53,3
1631,1964.07.27,7/27/1964,1964,Provoked,USA,M,22.0,July,1964 July,False,-1.53,3
1632,2018.05.26.a,5/26/2018,2018,Unprovoked,USA,M,12.0,May,2018 May,False,1.9,5
1633,2018.05.27,5/27/2018,2018,Provoked,USA,M,52.0,May,2018 May,False,1.9,5
1634,2018.05.21,5/21/2018,2018,Unprovoked,USA,M,10.0,May,2018 May,False,1.9,5
1635,2018.05.13.b,5/13/2018,2018,Unprovoked,USA,M,10.0,May,2018 May,False,1.9,5
1636,2018.05.26.b,5/26/2018,2018,Unprovoked,USA,M,15.0,May,2018 May,False,1.9,5
1637,2014.09.13,9/13/2014,2014,,USA,M,,September,2014 September,False,2.71,5
1638,2014.09.03,9/3/2014,2014,,USA,F,25.0,September,2014 September,False,2.71,5
1639,2014.09.06,9/6/2014,2014,Unprovoked,USA,M,43.0,September,2014 September,False,2.71,5
1640,2014.09.02,9/2/2014,2014,Provoked,USA,M,52.0,September,2014 September,False,2.71,5
1641,2014.09.21,9/21/2014,2014,Unprovoked,USA,M,,September,2014 September,False,2.71,5
1642,2014.00.00.b,1/1/2014,2014,Unprovoked,USA,M,,January,2014 January,False,0.0,1
1643,2011.03.29.R,3/29/2011,2011,Provoked,USA,M,,March,2011 March,False,1.56,1
1644,1996.04.28.b,4/28/1996,1996,Unprovoked,USA,M,,April,1996 April,False,0.58,1
1645,1993.11.12,11/12/1993,1993,Unprovoked,USA,M,,November,1993 November,False,-1.13,2
1646,1993.11.28,11/28/1993,1993,Unprovoked,USA,M,30.0,November,1993 November,False,-1.13,2
1647,1988.05.04,5/4/1988,1988,Unprovoked,USA,M,29.0,May,1988 May,False,0.03,2
1648,1988.05.10,5/10/1988,1988,Unprovoked,USA,M,31.0,May,1988 May,False,0.03,2
1649,1986.12.11,12/11/1986,1986,Unprovoked,USA,M,40.0,December,1986 December,False,0.52,2
1650,1986.12.06.a,12/6/1986,1986,Unprovoked,USA,M,27.0,December,1986 December,False,0.52,2
1651,1986.04.20,4/20/1986,1986,Unprovoked,USA,M,,April,1986 April,True,0.61,1
1652,1985.03.16,3/16/1985,1985,Unprovoked,USA,M,25.0,March,1985 March,False,-0.82,1
1653,1984.06.03.b,6/3/1984,1984,Unprovoked,USA,F,13.0,June,1984 June,False,0.58,1
1654,1984.00.00.b,1/1/1984,1984,Provoked,USA,M,,January,1984 January,False,0.11,2
1655,1984.00.00.a,1/1/1984,1984,Unprovoked,USA,M,,January,1984 January,False,0.11,2
1656,1981.02.02,2/2/1981,1981,Unprovoked,USA,M,15.0,February,1981 February,False,-0.33,1
1657,1972.09.09,9/9/1972,1972,Unprovoked,USA,M,,September,1972 September,False,0.78,1
1658,1968.03.00,3/1/1968,1968,,USA,M,28.0,March,1968 March,False,-0.31,2
1659,1968.03.10,3/10/1968,1968,Unprovoked,USA,M,20.0,March,1968 March,False,-0.31,2
1660,1967.06.13,6/13/1967,1967,Provoked,USA,M,26.0,June,1967 June,False,0.46,1
1661,1965.03.23,3/23/1965,1965,,USA,M,,March,1965 March,False,-1.26,2
1662,1965.03.14,3/14/1965,1965,Unprovoked,USA,M,16.0,March,1965 March,False,-1.26,2
1663,1965.02.04,2/4/1965,1965,Unprovoked,USA,M,18.0,February,1965 February,False,-0.61,1
1664,2009.02.08,2/8/2009,2009,,USA,M,,February,2009 February,True,-0.26,1
1665,2005.03.12,3/12/2005,2005,Provoked,USA,M,45.0,March,2005 March,False,0.97,1
1666,2003.06.19,6/19/2003,2003,Unprovoked,USA,M,33.0,June,2003 June,False,0.14,8
1667,2003.06.24.a,6/24/2003,2003,Unprovoked,USA,M,60.0,June,2003 June,False,0.14,8
1668,2003.06.22,6/22/2003,2003,Unprovoked,USA,M,51.0,June,2003 June,False,0.14,8
1669,2003.06.08,6/8/2003,2003,Unprovoked,USA,,15.0,June,2003 June,False,0.14,8
1670,2003.06.00,6/1/2003,2003,,USA,F,22.0,June,2003 June,False,0.14,8
